id,name,type,region,locality,lat,lon
2862,Monument to EI Nosov,"Monuments, sculptures, memorials",Kursk region,Kursk,Not found,
2863,Monument EP Leonov,"Monuments, sculptures, memorials",Moscow,,Not found,
2864,Monument EP Khabarov,"Monuments, sculptures, memorials",Khabarovsk region,Khabarovsk,135.071917,48.480223
2865,Monument Evgeny Evstigneev,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
2866,Monument Evgeny Savitsky,"Monuments, sculptures, memorials",Krasnodar region,Novorossiysk,37.768974,44.723912
2867,Monument Euphemia Suzdal and Macarius Zheltovodsky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,44.006516,56.326797
2868,The monument to Catherine II,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,29.750424,59.920343
2869,The monument to Catherine II,"Monuments, sculptures, memorials",Sverdlovsk region,Irbit,Not found,
2870,The monument to Catherine II,"Monuments, sculptures, memorials",Sevastopol,,33.489912,44.499691
2871,Monument Yelets Infantry Regiment,"Monuments, sculptures, memorials",Lipetsk region,Dace,Not found,
2872,Monument Elizabeth,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,39.720349,47.222078
2873,Monument Emelyan Pugachev,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,45.183938,54.187433
2874,monument to Ermak,"Monuments, sculptures, memorials",Altai region,,85.88531,52.088187
2875,Monument Yerofei Khabarov,"Monuments, sculptures, memorials",Vologda Region,great Ustyug,46.29784,60.761156
2876,Monument to Efim Slavsky,"Monuments, sculptures, memorials",Altai region,Belokurikha,84.984004,51.99606
2877,monument Waiting,"Monuments, sculptures, memorials",Murmansk region,Murmansk,33.074981,68.970682
2878,Monument to Jules Verne,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
2879,Monument SE Gerdt,"Monuments, sculptures, memorials",Pskov region,Sebezh,28.508161,56.332277
2880,Monument Zagir Ismagilov,"Monuments, sculptures, memorials",Republic of Bashkortostan,Ufa,55.98679,54.707369
2881,"Monument to defenders of Smolensk August 4-5, 1812","Monuments, sculptures, memorials",Smolensk region,Smolensk,Not found,
2882,Monument to the defenders of the Fatherland,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
2883,Monument Zaya Pandita,"Monuments, sculptures, memorials",Republic of Kalmykia,Ulan Hol,46.853331,45.438468
2884,Monument to Zoya Kosmodemyanskoy,"Monuments, sculptures, memorials",Tambov Region,,41.832692,52.435401
2885,Monument to Zoya Kosmodemyanskoy,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
2886,Monument to Zoya Kosmodemyanskoy in the Moscow Victory Park,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
2887,Monument to Zoya Kosmodemyanskoy Rybinsk,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.811254,58.059569
2888,Monument Zurab Magkaevu,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,lower Zaramag,43.969452,42.69495
2889,Monument IA Bunin,"Monuments, sculptures, memorials",Tula region,Efremov,38.093033,53.148681
2890,Monument to Ivan Krylov in the Summer Garden,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
2891,Monument of ID Pastukhov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
2892,Monument IA Bunin,"Monuments, sculptures, memorials",Moscow,,37.62342,55.766552
2893,Monument IA Bunin,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.143639,51.690247
2894,Monument IA Bunin in Yelets,"Monuments, sculptures, memorials",Lipetsk region,Dace,38.498451,52.621823
2895,Monument IA Goncharov,"Monuments, sculptures, memorials",Ulyanovsk region,,47.742978,54.707473
2896,Monument IA Krylov,"Monuments, sculptures, memorials",Moscow,,37.62342,55.766552
2897,Monument I.A.Obolenskomu-Nogotkov,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,47.886681,56.631466
2898,Monument IE Repin,"Monuments, sculptures, memorials",Moscow,,37.659569,55.767261
2899,II monument Polzunova,"Monuments, sculptures, memorials",Altai region,Barnaul,83.787744,53.329311
2900,IN monument Ulyanov,"Monuments, sculptures, memorials",Astrakhan region,Astrakhan,47.989036,46.315256
2901,IN monument and MA Ulyanov,"Monuments, sculptures, memorials",Penza region,Penza,44.985411,53.212097
2902,Monument IP Kulibin,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,44.006516,56.326797
2903,IS monument Klyuchnikova-Palantayu,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,47.886178,56.631595
2904,IS monument Nikitin,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.200269,51.660781
2905,Monument to Ivan Kulbertinovu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Oljokminsk,120.403075,60.372976
2906,Monument to Ivan Konev,"Monuments, sculptures, memorials",Kirov region,Kirov,49.721706,58.605133
2907,Monument to Ivan Susanin,"Monuments, sculptures, memorials",Kostroma region,Kostroma,40.926858,57.767961
2908,IL-28 monument,military glory,Vologda Region,Vologda,39.891523,59.220496
2909,A monument to Ilya Muromets,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
2910,Monument Ilmutdinu Nasrutdinovu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.583105,42.933113
2911,Monument Immanuel Kant,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,20.512733,54.710454
2912,Monument to Joseph Brodsky,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2913,Monument Irchi Cazacu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.509533,42.963007
2914,Monument Isaac Levitan,"Monuments, sculptures, memorials",Ivanovo region,Dance,41.512254,57.460578
2915,Monument Isidore Barahovu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
2916,Monument Issa Pliev,military glory,Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
2917,Monument KI Bistro,"Monuments, sculptures, memorials",Leningrad region,Kingisepp,28.568753,59.401299
2918,Monument K. Lucko,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,38.910167,45.040311
2919,KA monument Treneva,"Monuments, sculptures, memorials",Republic of Crimea,,Not found,
2920,Monument KG Paustovsky in Tarusa,"Monuments, sculptures, memorials",Kaluga region,Tarusa,Not found,
2921,Monument KK Rokossovsky,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
2922,Monument KN Batyushkov,"Monuments, sculptures, memorials",Vologda Region,Vologda,39.891523,59.220496
2923,Monument KE Tsiolkovsky,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
2924,Monument of Tsiolkovsky in Borovsk,"Monuments, sculptures, memorials",Kaluga region,Borowski,36.541741,55.215662
2925,Pencil Monument and Blot the Dog,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2926,Monument to Karl Marx,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
2927,Monument to Karl Marx,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2928,Monument Katri Paavolaynen,"Monuments, sculptures, memorials",Leningrad region,May Day,29.738269,60.358241
2929,Monument to Cyril and Methodius,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,Not found,
2930,Monument to Cyril and Methodius,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,Not found,
2931,Monument to Cyril and Methodius,"Monuments, sculptures, memorials",Murmansk region,Murmansk,Not found,
2932,Monument to Cyril and Methodius,"Monuments, sculptures, memorials",Sevastopol,,33.489912,44.499691
2933,Monument Claudia Nazarova,"Monuments, sculptures, memorials",Pskov region,Isle,28.363497,57.347509
2934,Monument to Prince Vladimir,"Monuments, sculptures, memorials",Smolensk region,,Not found,
2935,Monument Kole Myagotinu,"Monuments, sculptures, memorials",Kurgan region,Mound,65.341118,55.441004
2936,Monument to Konstantin Vorobyov,"Monuments, sculptures, memorials",Kursk region,Kursk,36.193186,51.73083
2937,Monument kitten in the street Lizyukova,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
2938,Monument kitten in the street Lizyukova,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
2939,Monument Cat Kazan,"Monuments, sculptures, memorials",Republic of Tatarstan,Kazan,49.195554,55.695885
2940,Monument Cat Semen,"Monuments, sculptures, memorials",Murmansk region,Murmansk,33.074981,68.970682
2941,Monument Kristijonas Donelaitis,"Monuments, sculptures, memorials",Kaliningrad region,,Not found,
2942,Monument Kudym-Oshu,"Monuments, sculptures, memorials",Perm,Kudymkar,54.664183,59.014548
2943,Book Pamyatnik Kuzebayu,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
2944,The monument to Kuzma Minin,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
2945,His Pamyatnik,"Monuments, sculptures, memorials",Astrakhan region,Astrakhan,48.026046,46.318661
2946,Monument Podolsk cadets of military schools,"Monuments, sculptures, memorials",Moscow region,Podolsk,37.539697,55.416141
2947,monument to Kutuzov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
2948,Monument Krasin,"Monuments, sculptures, memorials",Kurgan region,Mound,65.341118,55.441004
2949,Monument to Leo Tolstoy,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2950,LI monument Brezhnev,"Monuments, sculptures, memorials",Krasnodar region,Novorossiysk,37.768974,44.723912
2951,LN monument thick,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
2952,LN monument thick,"Monuments, sculptures, memorials",Tula region,Tula,37.617348,54.193122
2953,Monument Larissa Popugaeva,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Successful,112.252283,66.413649
2954,Monument Le Corbusier,"Monuments, sculptures, memorials",Moscow,,37.617635,55.755814
2955,monument Lefty,"Monuments, sculptures, memorials",Tula region,Tula,37.617348,54.193122
2956,Monument Leningrad children,military glory,Leningrad region,,29.706298,61.162446
2957,Lenin monument,"Monuments, sculptures, memorials",Primorsky Krai,Партизанск,133.123246,43.119813
2958,Lenin monument,"Monuments, sculptures, memorials",The Republic of Khakassia,Abakan,89.711307,54.638632
2959,Monument Leonid Gaidai,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,104.281047,52.287054
2960,monument Lermontov,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
2961,monument to Lomonosov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
2962,monument to Los,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
2963,monument Lyubochka,"Monuments, sculptures, memorials",Omsk region,Omsk,73.368212,54.989342
2964,Ludvig Nobel Monument,"Monuments, sculptures, memorials",Yaroslavskaya oblast,,Not found,
2965,Monument to Mikhail Sholokhov,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2966,Monument to Mikhail Sholokhov,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,39.720349,47.222078
2967,Monument to Mikhail Lomonosov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.222926,56.84932
2968,Monument to Mikhail Lomonosov,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2969,Monument to Mikhail Lomonosov on Moss,"Monuments, sculptures, memorials",Moscow,,Not found,
2970,Monument to Mikhail Glinka,"Monuments, sculptures, memorials",Novosibirsk region,Novosibirsk,82.965821,55.049689
2971,Monument MI Platov,"Monuments, sculptures, memorials",Rostov region,Novocherkassk,40.093725,47.422052
2972,Monument to Mikhail Bakhtin,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,45.183938,54.187433
2973,Monument MN Efimov,"Monuments, sculptures, memorials",Leningrad region,,29.706298,61.162446
2974,Monument to Mikhail Kalashnikov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
2975,Monument to Mikhail Lermontov,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2976,MV monument Lomonosov,"Monuments, sculptures, memorials",Arhangelsk region,University,41.732261,64.229093
2977,MV monument Lomonosov,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,38.975313,45.03547
2978,Monument ME Pyatnitskoe,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
2979,Monument to Saltykov-Shchedrin,"Monuments, sculptures, memorials",Leningrad region,Lebyazhe,29.417256,59.958444
2980,Monument MI Glinka,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.045251,54.782635
2981,Monument MI Kalinin,"Monuments, sculptures, memorials",Kaliningrad region,,Not found,
2982,Monument MI Kutuzov,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,20.512733,54.710454
2983,Monument MI Kutuzov,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
2984,Monument MI Kutuzov,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.045251,54.782635
2985,Monument MI Kutuzov near the village of Tsarevo-Zaymische,"Monuments, sculptures, memorials",Smolensk region,Tsarevo-Zaymishte,Not found,
2986,Monument M.I.Tsvetaevoy in Tarusa,"Monuments, sculptures, memorials",Kaluga region,Tarusa,37.165522,54.715613
2987,Monument MO Mikeshin,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.045251,54.782635
2988,Monument MY Lermontov,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
2989,Monument Magomed Hajiyev,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
2990,Monument to Maxim Gorky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
2991,Monument to Maxim Gorky on the waterfront,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.826925,56.203623
2992,sailor monument,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
2993,monument Mowgli,"Monuments, sculptures, memorials",Leningrad region,Priozersk,30.119838,61.036554
2994,Monument Mahach Dahadaevu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
2995,Monument MiG-29,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
2996,Monument to Minin and Pozharsky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
2997,Monument to Mikhail Bulgakov,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
2998,Monument to Michael Panikahi,"Monuments, sculptures, memorials",Volgograd region,,Not found,
2999,Monument to Mikhail Speransky,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,104.281047,52.287054
3000,Monument to Mikhail Ulyanov at Tara,"Monuments, sculptures, memorials",Omsk region,Container,Not found,
3001,Monument to Michael Shumilova,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3002,Monument to Mikhail Lermontov,"Monuments, sculptures, memorials",Krasnodar region,Gelendzhik,Not found,
3003,Monument to Michael Jankowski,"Monuments, sculptures, memorials",Primorsky Krai,Bezverhovo,131.491879,42.963772
3004,Monument to Mikhail Yaroslavich Tverskoy,"Monuments, sculptures, memorials",Tver region,Tver,Not found,
3005,Pamyatnik him-his,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3006,monument Muse,"Monuments, sculptures, memorials",Tomsk region,Tomsk,84.947649,56.48464
3007,Sightseeing Sasuke Вахитову,"Monuments, sculptures, memorials",Republic of Tatarstan,Kazan,49.108795,55.796289
3008,Monument of Muraviev-Amur,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3009,Monument N. Argentovskoy,"Monuments, sculptures, memorials",Kurgan region,Mound,65.341118,55.441004
3010,The monument to Nikolai Gogol,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3011,Monument to NV Gogol Boulevard Hoholevskom,"Monuments, sculptures, memorials",Moscow,,37.617635,55.755814
3012,Monument NPOgareva,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,45.183938,54.187433
3013,Monument NF Katanov,"Monuments, sculptures, memorials",The Republic of Khakassia,Abakan,89.711307,54.638632
3014,NA monument Bugrov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3015,NV monument Krylenko,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.301522,53.864071
3016,NN monument Demidov in Chirkovitsah,"Monuments, sculptures, memorials",Leningrad region,,29.706298,61.162446
3017,NN monument Zhukov in Yelets,"Monuments, sculptures, memorials",Lipetsk region,Dace,Not found,
3018,NN monument Muravyov-Amur,"Monuments, sculptures, memorials",Amur region,Blagoveshchensk,127.527173,50.29064
3019,Monument NE Bauman,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3020,Neptune monument,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3021,Monument Nikita Demidov,"Monuments, sculptures, memorials",Tula region,Tula,37.617348,54.193122
3022,Monument Nikitkov-Flyers,"Monuments, sculptures, memorials",Perm,Kungur,56.944206,57.42881
3023,Monument to Nicholas I,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3024,The monument to Nikolai Nekrasov,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Yaroslavl,39.87662,57.658939
3025,The monument to Nikolai Muraviev-Amur,"Monuments, sculptures, memorials",Transbaikal region,Chita,117.858184,50.050363
3026,The monument to Nikolai Rubtsov,"Monuments, sculptures, memorials",Vologda Region,Vologda,39.891523,59.220496
3027,The monument to Nikolai Rubtsov,"Monuments, sculptures, memorials",Vologda Region,Totma,42.758873,59.973487
3028,The monument to Nikolai Rudnev,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3029,The monument to Nikolai Tarski,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
3030,Monument to Saint Nicholas,"Monuments, sculptures, memorials",Perm,Permian,56.229434,58.01045
3031,Monument to Saint Nicholas,"Monuments, sculptures, memorials",Republic of Adygea,Maikop,40.098548,44.608865
3032,Monument OI Gorodovikova,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
3033,Monument OE Mandelstam,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
3034,Monument to Oleg of Ryazan,"Monuments, sculptures, memorials",Ryazan Oblast,Ryazan,39.736375,54.629216
3035,Monument Olga Bergholz,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.417423,59.892252
3036,Monument to Osip Mandelstam,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3037,Monument to Osip Mandelstam,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
3038,Monument to Ostap Bender,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3039,Monument PI Tchaikovsky,"Monuments, sculptures, memorials",Perm,Tchaikovsky,54.147759,56.778061
3040,Monument Pavel Tretyakov,"Monuments, sculptures, memorials",Moscow,,Not found,
3041,PA monument Solovyov,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
3042,Monument PI Tchaikovsky,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3043,monument P.I.Batovu,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
3044,Monument PN Nesterov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3045,Monument Pavel Petrovich Kalitin,"Monuments, sculptures, memorials",Novgorod region,Hill,Not found,
3046,Monument Paris Commune (fighters of the revolution),"Monuments, sculptures, memorials",Omsk region,Omsk,73.368212,54.989342
3047,Monument to Patriarch Alexy II,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,Not found,
3048,monument Pioneers,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,104.281047,52.287054
3049,Monument to Peter I,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3050,Monument to Peter I,"Monuments, sculptures, memorials",Leningrad region,,29.706298,61.162446
3051,Monument to Peter I,"Monuments, sculptures, memorials",Leningrad region,Vyborg,28.749404,60.710232
3052,Monument to Peter I,"Monuments, sculptures, memorials",Leningrad region,Shlisselburg,31.026597,59.934943
3053,Monument to Peter I,"Monuments, sculptures, memorials",Leningrad region,Priozersk,30.119838,61.036554
3054,Monument to Peter I,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,20.512733,54.710454
3055,Monument to Peter I,"Monuments, sculptures, memorials",Arhangelsk region,Arkhangelsk,40.515753,64.539911
3056,Monument to Peter I,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
3057,Monument to Peter I,"Monuments, sculptures, memorials",Altai region,Biisk,85.21382,52.539297
3058,Monument to Peter I,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
3059,Monument to Peter I,"Monuments, sculptures, memorials",Tula region,Tula,37.617348,54.193122
3060,Monument to Peter I,"Monuments, sculptures, memorials",Rostov region,Taganrog,38.914713,47.22064
3061,Monument to Peter I,"Monuments, sculptures, memorials",Astrakhan region,Astrakhan,48.033574,46.347869
3062,Monument to Peter I,"Monuments, sculptures, memorials",Volgograd region,Alekseevskaya,42.185847,50.294295
3063,Monument to Peter I the Great,"Monuments, sculptures, memorials",Kaliningrad region,Baltiysk,Not found,
3064,Monument to Peter I and Nikita Demidov,"Monuments, sculptures, memorials",Sverdlovsk region,Nevyansk,Not found,
3065,Pamyatnik Petru Movie,military glory,Republic of North Ossetia - Alania,Hyzel,44.569859,43.042212
3066,Monument to Peter the Great,"Monuments, sculptures, memorials",Smolensk region,Gagarin,34.996845,55.553299
3067,Monument to Peter Simon Pallas,"Monuments, sculptures, memorials",Volgograd region,Pallasovka,Not found,
3068,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,Not found,
3069,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Kirov region,Kirov,49.721706,58.605133
3070,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3071,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Novosibirsk region,Novosibirsk,Not found,
3072,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Sverdlovsk region,Ekaterinburg,Not found,
3073,Monument to Peter and Fevronia,"Monuments, sculptures, memorials",Kursk region,Kursk,Not found,
3074,Monument to Peter and Fevronia Murom,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,Not found,
3075,Monument to Peter and Fevronia Murom,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,Not found,
3076,Monument to Peter and Fevronia Murom,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,Not found,
3077,Monument to Peter and Fevronia in Biisk,"Monuments, sculptures, memorials",Altai region,Biisk,85.21382,52.539297
3078,Monument to the Conquerors of the North,"Monuments, sculptures, memorials",Yamalo-Nenets Autonomous Okrug,Nadym,72.531341,65.535924
3079,The monument to Pushkin,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3080,Monument Potru I and Franz Lefort,"Monuments, sculptures, memorials",Moscow,,Not found,
3081,Monument Rasul Gamzatov,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
3082,Monument Rembrandt van Rijn,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,Not found,
3083,Rita monument on the Mamayev Hill,"Monuments, sculptures, memorials",Volgograd region,Volgograd,Not found,
3084,Monument Richard Sorge,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
3085,Monument Rostislav Alexeyev,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3086,Monument to Russian teacher,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
3087,Monument Rachmaninov,"Monuments, sculptures, memorials",Novgorod region,Novgorod,31.269915,58.52281
3088,Monument Kirov,"Monuments, sculptures, memorials",Pskov region,Pskov,28.332451,57.819274
3089,Monument Kirov,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3090,SV monument Rachmaninoff,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
3091,monument S.G.Chavaynu,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,47.886178,56.631595
3092,SI monument Mosin,"Monuments, sculptures, memorials",Tula region,Tula,37.617348,54.193122
3093,SM monument Kirov,"Monuments, sculptures, memorials",Murmansk region,Murmansk,33.074981,68.970682
3094,SM monument Kirov at the October Prospect,"Monuments, sculptures, memorials",Kirov region,Kirov,Not found,
3095,SM monument Kirov Square on Lepse,"Monuments, sculptures, memorials",Kirov region,Kirov,49.629988,58.616144
3096,SN monument Sergeyev-Tsensky,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
3097,Monument Salchak Toka,"Monuments, sculptures, memorials",Tyva Republic,red,94.287756,51.659803
3098,Monument Samuel Marshak,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.216502,51.730986
3099,monument to Sakharov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3100,Monument Sasha Filippov,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3101,"Monument to St. Nicholas the Wonderworker, Archbishop of Myra","Monuments, sculptures, memorials",Kamchatka Krai,Petropavlovsk-Kamchatsky,158.643566,53.024075
3102,Monument to St. Nicholas the Wonderworker,"Monuments, sculptures, memorials",Omsk region,Açair,Not found,
3103,Monument St. Catherine,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,38.968396,45.015416
3104,Monument St. Peter and Fevronia,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
3105,Monument of Sacred Peter and Fevronia,"Monuments, sculptures, memorials",Arhangelsk region,Arkhangelsk,40.515753,64.539911
3106,Monument Sene Raspberries,"Monuments, sculptures, memorials",Arhangelsk region,Arkhangelsk,40.515753,64.539911
3107,Monument to Sergei Korolev and Yuri Gagarin,"Monuments, sculptures, memorials",Rostov region,Taganrog,38.914713,47.22064
3108,Monument to Sergius of Radonezh,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3109,Monument to Sergius of Radonezh,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
3110,Monument Serebdzhabu Tyumen,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
3111,Monument Siberian Coin,"Monuments, sculptures, memorials",Novosibirsk region,Suzuki,82.362216,53.825637
3112,Monument bumpkin in Pskov,"Monuments, sculptures, memorials",Pskov region,Pskov,28.431562,57.796334
3113,monument of Glory,"Monuments, sculptures, memorials",Voronezh region,Voronezh,39.185384,51.694144
3114,The monument of the Slavic alphabet,"Monuments, sculptures, memorials",Voronezh region,Rossosh,39.57652,50.192899
3115,monument to Solzhenitsyn,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3116,Monument Sophia shelf,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.045251,54.782635
3117,Monument to Stepan Khalturin,"Monuments, sculptures, memorials",Kirov region,Kirov,49.721706,58.605133
